NAME,GEOID,state_name,"Auto/Retail Debt Delinquency Rate, All","Auto/Retail Debt Delinquency Rate, Communities of Color","Auto/Retail Debt Delinquency Rate, Majority White Communities","Share of Subprime Consumers with Auto/Retail Delinquencies, All","Share of Near-Prime Consumers with Auto/Retail Delinquencies, All","Share of Prime Consumers with Auto/Retail Delinquencies, All","Share with Open Auto Debt, All","Share with Open Auto Debt, Communities of Color","Share with Open Auto Debt, Majority White Communities","Share with Open Auto/Retail Debt, All","Share with Open Auto/Retail Debt, Communities of Color","Share with Open Auto/Retail Debt, Majority White Communities","% population in rural areas, 2010 (Census)",poc_pct,"Average household income, 2019 (ACS)","Average non-white household income, 2019 (ACS)","Average white, non-Hispanic household income, 2019 (ACS)"
"Hamilton County, Kansas",20075,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2179487,n/a**,0.2179487,0.3461539,n/a**,0.3461539,1,0.3550753,54808,44599,58730
"Harper County, Kansas",20077,Kansas,0.015873,n/a**,0.015873,n/a*,n/a*,n/a*,0.3,n/a**,0.3,0.35,n/a**,0.35,1,0.0984984,59919,34108,62013
"Harvey County, Kansas",20079,Kansas,0.0373563,n/a**,0.0373563,0.2,0,0,0.3023023,n/a**,0.3023023,0.3473473,n/a**,0.3473473,0.3091916,0.1723328,70297,50697,73149
"Haskell County, Kansas",20081,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.245283,n/a**,0.3035714,0.3301887,n/a**,0.3928571,1,0.332006,77222,61001,82651
"Hodgeman County, Kansas",20083,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,0.1188699,72283,48038,74756
"Jackson County, Kansas",20085,Kansas,0.0059172,n/a**,0.0059172,n/a*,n/a*,0,0.3157895,n/a**,0.3165137,0.3844393,n/a**,0.3853211,0.7589511,0.1612393,68550,53411,70899
"Jefferson County, Kansas",20087,Kansas,0.0183824,n/a**,0.0183824,n/a*,n/a*,0,0.3627608,n/a**,0.363344,0.4317817,n/a**,0.4324759,0.9881836,0.0642139,76659,85853,76121
"Jewell County, Kansas",20089,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.3076923,n/a**,0.3076923,0.3589744,n/a**,0.3589744,1,0.0485269,58991,28276,60146
"Johnson County, Kansas",20091,Kansas,0.0185607,n/a**,0.0182917,0.1555556,0.0075662,0.000428,0.2811144,n/a**,0.2815733,0.3192724,n/a**,0.31975,0.0383366,0.2069419,121929,90123,128278
"Kearny County, Kansas",20093,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2803738,n/a**,0.2808989,0.3738318,n/a**,0.3707865,1,0.3314564,71099,51858,77225
"Kingman County, Kansas",20095,Kansas,0.0125,n/a**,0.0125,n/a*,n/a*,0,0.3196347,n/a**,0.3196347,0.3652968,n/a**,0.3652968,0.6210232,0.0686648,80453,93999,79656
"Kiowa County, Kansas",20097,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2531646,n/a**,0.2531646,0.2658228,n/a**,0.2658228,1,0.1133732,65246,42630,66635
"Labette County, Kansas",20099,Kansas,0.0203046,n/a**,0.0203046,n/a*,n/a*,0,0.2740864,n/a**,0.2740864,0.3255814,n/a**,0.3255814,0.5233952,0.1457826,58891,49434,60318
"Lane County, Kansas",20101,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2676056,n/a**,0.2676056,0.3661972,n/a**,0.3661972,1,0.0895141,57424,35817,59018
"Leavenworth County, Kansas",20103,Kansas,0.0243632,n/a**,0.0243632,0.1896552,0,0,0.3388938,n/a**,0.3388938,0.3955224,n/a**,0.3955224,0.2906319,0.2109728,89525,62299,94188
"Lincoln County, Kansas",20105,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.3146068,n/a**,0.3146068,0.3483146,n/a**,0.3483146,1,0.0525624,59337,36619,60128
"Linn County, Kansas",20107,Kansas,0.0338983,n/a**,0.0338983,n/a*,n/a*,0,0.30721,n/a**,0.30721,0.3573668,n/a**,0.3573668,1,0.0645228,62040,39837,63599
"Logan County, Kansas",20109,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2954545,n/a**,0.313253,0.375,n/a**,0.3855422,1,0.0994652,66998,29394,69764
"Lyon County, Kansas",20111,Kansas,0.0227273,n/a**,0.0227273,n/a*,0.0172414,0,0.2934066,n/a**,0.2934066,0.3373626,n/a**,0.3373626,0.2629861,0.2889838,64605,55951,67155
"McPherson County, Kansas",20113,Kansas,0.0220126,n/a**,0.0221519,n/a*,0,0,0.276273,n/a**,0.2771739,0.3434453,n/a**,0.3423913,0.4349554,0.084153,72213,54970,73324
"Marion County, Kansas",20115,Kansas,0.0366972,n/a**,0.0366972,n/a*,n/a*,0,0.2507289,n/a**,0.251462,0.3148688,n/a**,0.3157895,0.7776461,0.0744734,64540,54701,65030
"Marshall County, Kansas",20117,Kansas,0.0322581,n/a**,0.0322581,n/a*,n/a*,0,0.2491694,n/a**,0.2491694,0.3056479,n/a**,0.3056479,0.7096965,0.0538517,66542,60413,66732
"Meade County, Kansas",20119,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2649573,n/a**,0.2658228,0.3504274,n/a**,0.3544304,1,0.2454545,71534,69270,72051
"Miami County, Kansas",20121,Kansas,0.0275689,n/a**,0.0276382,n/a*,n/a*,0,0.300363,n/a**,0.2997275,0.3602541,n/a**,0.359673,0.5095007,0.0730467,91016,57504,93312
"Mitchell County, Kansas",20123,Kansas,0.0166667,n/a**,0.0166667,n/a*,n/a*,n/a*,0.3176471,n/a**,0.3176471,0.3470588,n/a**,0.3470588,0.4829751,0.050773,59393,21592,60987
"Montgomery County, Kansas",20125,Kansas,0.033033,n/a**,0.033033,0.1428571,0.0136986,0.0050761,0.2765273,n/a**,0.2765273,0.3526259,n/a**,0.3526259,0.4342421,0.2056825,58538,50715,59781
"Morris County, Kansas",20127,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2134831,n/a**,0.2146893,0.2696629,n/a**,0.2711864,1,0.0842616,71313,54110,72319
"Morton County, Kansas",20129,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2098765,n/a**,0.1969697,0.2962963,n/a**,0.2878788,1,0.2879448,60608,51972,63080
"Nemaha County, Kansas",20131,Kansas,0.0102041,n/a**,0.0102041,n/a*,n/a*,0,0.2384342,n/a**,0.2384342,0.3487544,n/a**,0.3487544,0.7524071,0.0486118,75348,39983,76609
"Neosho County, Kansas",20133,Kansas,0.0235294,n/a**,0.0235294,n/a*,n/a*,0,0.3034934,n/a**,0.3034934,0.3689956,n/a**,0.3689956,0.4513687,0.1022473,57067,42930,58200
"Ness County, Kansas",20135,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.19,n/a**,0.19,0.22,n/a**,0.22,1,0.1265647,75575,62889,76672
"Norton County, Kansas",20137,Kansas,0.0175439,n/a**,0.0175439,n/a*,n/a*,n/a*,0.3263889,n/a**,0.3263889,0.3958333,n/a**,0.3958333,0.4898607,0.109989,68928,67305,68963
"Osage County, Kansas",20139,Kansas,0.037234,n/a**,0.037234,n/a*,n/a*,0,0.3201663,n/a**,0.3201663,0.3846154,n/a**,0.3846154,0.8353482,0.067628,66569,42482,67706
"Osborne County, Kansas",20141,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2421875,n/a**,0.2421875,0.34375,n/a**,0.34375,1,0.0555241,67431,114216,65138
"Ottawa County, Kansas",20143,Kansas,0.0277778,n/a**,0.0277778,n/a*,n/a*,0,0.3705882,n/a**,0.3705882,0.4235294,n/a**,0.4235294,1,0.0590862,70565,131578,68288
"Pawnee County, Kansas",20145,Kansas,0.0714286,n/a**,0.0714286,n/a*,n/a*,n/a*,0.2588235,n/a**,0.2588235,0.3235294,n/a**,0.3235294,0.3167934,0.1586966,62633,31880,65369
"Phillips County, Kansas",20147,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.1572327,n/a**,0.1572327,0.2138365,n/a**,0.2138365,0.5375753,0.0634831,63431,49109,63871
"Pottawatomie County, Kansas",20149,Kansas,0.0215517,n/a**,0.0215517,n/a*,n/a*,0,0.2922591,n/a**,0.2922591,0.3649289,n/a**,0.3649289,0.5891501,0.1012287,79171,52203,81137
"Pratt County, Kansas",20151,Kansas,0,n/a**,0,n/a*,n/a*,0,0.2978056,n/a**,0.2978056,0.3291536,n/a**,0.3291536,0.3220795,0.1165891,69382,73811,69130
"Rawlins County, Kansas",20153,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.1733333,n/a**,0.1733333,0.2533333,n/a**,0.2533333,1,0.1019185,63730,64318,63688
"Reno County, Kansas",20155,Kansas,0.0328125,n/a**,0.0329154,0.1627907,0,0,0.2820242,n/a**,0.2846482,0.3347391,n/a**,0.33742,0.3129854,0.1595475,65695,59140,66518
"Republic County, Kansas",20157,Kansas,0.05,n/a**,0.0508475,n/a*,n/a*,n/a*,0.2529412,n/a**,0.2544379,0.3529412,n/a**,0.3491124,1,0.0459425,58436,60317,58390
"Rice County, Kansas",20159,Kansas,0.0240964,n/a**,0.0240964,n/a*,n/a*,0,0.28125,n/a**,0.28125,0.3164063,n/a**,0.3164063,0.6378062,0.1686685,66374,48560,68451
"Riley County, Kansas",20161,Kansas,0.0287253,n/a**,0.0234375,0.2027027,0.0117647,0,0.265521,n/a**,0.2520185,0.306541,n/a**,0.293541,0.1384518,0.234758,66449,47011,70721
"Rooks County, Kansas",20163,Kansas,0.0151515,n/a**,0.0151515,n/a*,n/a*,n/a*,0.299363,n/a**,0.299363,0.4140127,n/a**,0.4140127,1,0.058777,60896,36327,61616
"Rush County, Kansas",20165,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2580645,n/a**,0.2580645,0.3333333,n/a**,0.3333333,1,0.0757776,56665,66079,56066
"Russell County, Kansas",20167,Kansas,0.0151515,n/a**,0.0151515,n/a*,n/a*,n/a*,0.2266667,n/a**,0.2266667,0.2933333,n/a**,0.2933333,0.4106169,0.0768567,60152,35297,62234
"Saline County, Kansas",20169,Kansas,0.0246479,n/a**,0.0230906,0.1647059,0,0,0.2805457,n/a**,0.2832231,0.3333333,n/a**,0.3355382,0.1459015,0.1982779,69043,67597,69273
"Scott County, Kansas",20171,Kansas,0.0298507,n/a**,0.0298507,n/a*,n/a*,n/a*,0.2388889,n/a**,0.2388889,0.3722222,n/a**,0.3722222,0.2611426,0.1856823,72447,70977,72725
"Sedgwick County, Kansas",20173,Kansas,0.032538,0.028169,0.0240045,0.1805405,0.0125483,0,0.3015603,0.1312217,0.3241422,0.3456021,0.158371,0.3658132,0.0765864,0.32633,78411,61206,84369
"Seward County, Kansas",20175,Kansas,0.0235294,0.0251572,n/a**,n/a*,n/a*,0,0.2210526,0.2193309,n/a**,0.2947368,0.2918216,n/a**,0.114282,0.6990917,61443,54437,72185
"Shawnee County, Kansas",20177,Kansas,0.0233569,0.0714286,0.0209885,0.1503496,0,0,0.3004467,0.2008197,0.3089955,0.3397245,0.2254098,0.3497972,0.1582441,0.2656396,78471,59611,83629
"Sheridan County, Kansas",20179,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2531646,n/a**,0.2531646,0.2911392,n/a**,0.2911392,1,0.0702314,80114,56302,81190
"Sherman County, Kansas",20181,Kansas,0.0338983,n/a**,0.0338983,n/a*,n/a*,n/a*,0.2727273,n/a**,0.2727273,0.3295455,n/a**,0.3295455,0.2424293,0.1638599,65466,46913,67136
"Smith County, Kansas",20183,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.1818182,n/a**,0.1818182,0.2828283,n/a**,0.2828283,1,0.053212,61911,70022,61685
"Stafford County, Kansas",20185,Kansas,0,n/a**,n/a*,n/a*,n/a*,n/a*,0.3636364,n/a**,0.3636364,0.4166667,n/a**,0.4181818,1,0.1662282,67070,48245,70063
"Stanton County, Kansas",20187,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.4285714,n/a**,n/a*,0.5079365,n/a**,n/a*,1,0.4234893,59421,44243,65679
"Stevens County, Kansas",20189,Kansas,0.0461538,n/a**,n/a*,n/a*,n/a*,n/a*,0.2831325,n/a**,n/a*,0.3855422,n/a**,n/a*,0.312369,0.3944316,69246,48282,79479
"Sumner County, Kansas",20191,Kansas,0.0304348,n/a**,0.0304348,n/a*,n/a*,0,0.2888889,n/a**,0.2888889,0.3377778,n/a**,0.3377778,0.628543,0.1042658,66036,61924,66344
"Thomas County, Kansas",20193,Kansas,0.0222222,n/a**,0.0222222,n/a*,n/a*,0,0.3660714,n/a**,0.3660714,0.4017857,n/a**,0.4017857,0.308481,0.0996159,76255,37078,79040
"Trego County, Kansas",20195,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2765957,n/a**,0.2765957,0.4042553,n/a**,0.4042553,1,0.0492958,69210,139224,65466
"Wabaunsee County, Kansas",20197,Kansas,0.030303,n/a**,0.030303,n/a*,n/a*,n/a*,0.3142857,n/a**,0.3142857,0.3714286,n/a**,0.3714286,1,0.0783858,69670,56201,70201
"Wallace County, Kansas",20199,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,0.0844981,68214,53078,69257
"Washington County, Kansas",20201,Kansas,0.0327869,n/a**,0.0327869,n/a*,n/a*,n/a*,0.2263158,n/a**,0.2263158,0.3210526,n/a**,0.3210526,1,0.0425997,64927,42544,65579
"Wichita County, Kansas",20203,Kansas,n/a*,n/a**,n/a**,n/a*,n/a*,n/a*,n/a*,n/a**,n/a**,n/a*,n/a**,n/a**,1,0.3826291,68597,60510,72258
"Wilson County, Kansas",20205,Kansas,0,n/a**,0,n/a*,n/a*,0,0.2831858,n/a**,0.2831858,0.3495575,n/a**,0.3495575,0.7268572,0.0797652,65716,38629,67926
"Woodson County, Kansas",20207,Kansas,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2254902,n/a**,0.2254902,0.2647059,n/a**,0.2647059,1,0.0731707,51321,27513,52840
"Wyandotte County, Kansas",20209,Kansas,0.0451228,0.0614286,0.0287474,0.2087227,0,0.0011682,0.250315,0.2289463,0.3213429,0.3116338,0.2898857,0.3860911,0.0606266,0.5978395,58167,49185,69067
"Adair County, Kentucky",21001,Kentucky,0.0207254,n/a**,0.0157895,n/a*,n/a*,0.008,0.2408759,n/a**,0.2371324,0.350365,n/a**,0.3474265,0.7545562,0.0672147,53464,34382,54412
"Allen County, Kentucky",21003,Kentucky,0.0571429,n/a**,0.0571429,0.25,n/a*,0,0.2834891,n/a**,0.2834891,0.3785047,n/a**,0.3785047,0.7869813,0.0497995,57154,63085,57066
"Anderson County, Kentucky",21005,Kentucky,0.0384615,n/a**,0.0384615,n/a*,n/a*,0,0.2496494,n/a**,0.2496494,0.3253857,n/a**,0.3253857,0.416974,0.0620733,67961,46760,69100
"Ballard County, Kentucky",21007,Kentucky,0.05,n/a**,0.0506329,n/a*,n/a*,0,0.219697,n/a**,0.2183908,0.2992424,n/a**,0.2988506,1,0.0751992,62411,42934,63260
"Barren County, Kentucky",21009,Kentucky,0.0524272,n/a**,0.0528376,0.2363636,0.0107527,0,0.294697,n/a**,0.2966102,0.3840909,n/a**,0.3875193,0.6327508,0.0961398,53857,44615,54540
"Bath County, Kentucky",21011,Kentucky,0.0298507,n/a**,0.0298507,n/a*,n/a*,0,0.2653061,n/a**,0.2653061,0.3367347,n/a**,0.3367347,1,0.0493727,57056,44880,57572
"Bell County, Kentucky",21013,Kentucky,0.0550459,n/a**,0.0550459,n/a*,n/a*,0,0.1967213,n/a**,0.1984733,0.2723834,n/a**,0.2748092,0.6247953,0.0575566,37783,28556,38161
"Boone County, Kentucky",21015,Kentucky,0.0241379,n/a**,0.0242075,0.1278196,0.0135135,0.0025489,0.3551773,n/a**,0.3553371,0.4036847,n/a**,0.4040262,0.1327234,0.1225883,95188,100741,94647
"Bourbon County, Kentucky",21017,Kentucky,0.0757576,n/a**,0.077821,n/a*,n/a*,0,0.3138686,n/a**,0.316265,0.3781022,n/a**,0.3795181,0.4474856,0.1488184,68312,41778,72051
"Boyd County, Kentucky",21019,Kentucky,0.0417362,n/a**,0.0420168,0.1621622,0,0.0030211,0.3134997,n/a**,0.3157895,0.3787588,n/a**,0.3820663,0.2531791,0.0689778,65925,85683,65128
"Boyle County, Kentucky",21021,Kentucky,0.0635838,n/a**,0.0617647,0.278481,0,0,0.2872117,n/a**,0.2900108,0.3553459,n/a**,0.358754,0.3481992,0.1459696,67505,48595,69780
"Bracken County, Kentucky",21023,Kentucky,0.0495868,n/a**,0.0495868,n/a*,n/a*,0,0.3378378,n/a**,0.3378378,0.4054054,n/a**,0.4054054,1,0.0392535,59654,69630,59257
"Breathitt County, Kentucky",21025,Kentucky,0.072,n/a**,0.0725806,n/a*,n/a*,0,0.2201087,n/a**,0.2213115,0.3342391,n/a**,0.3333333,0.815031,0.0344456,46260,52530,46123
"Breckinridge County, Kentucky",21027,Kentucky,0.0541872,n/a**,0.0541872,n/a*,n/a*,0,0.2625698,n/a**,0.2635514,0.3724395,n/a**,0.3738318,1,0.0568993,59753,38843,60642
"Bullitt County, Kentucky",21029,Kentucky,0.0347155,n/a**,0.0338164,0.1966292,0.0060241,0,0.3180091,n/a**,0.3183549,0.3898176,n/a**,0.3903275,0.3041349,0.0559055,80659,56967,81952
"Butler County, Kentucky",21031,Kentucky,0.0566038,n/a**,0.0573248,n/a*,n/a*,0,0.2922252,n/a**,0.2967033,0.4262735,n/a**,0.4313187,1,0.0528831,57071,22829,58294
"Caldwell County, Kentucky",21033,Kentucky,0.062069,n/a**,0.062069,n/a*,n/a*,0,0.231738,n/a**,0.231738,0.3551637,n/a**,0.3551637,0.5463648,0.0911667,69078,36342,72296
"Calloway County, Kentucky",21035,Kentucky,0.0267062,n/a**,0.0267062,n/a*,0,0,0.2222222,n/a**,0.2222222,0.3236715,n/a**,0.3236715,0.4871878,0.1035353,57431,33556,59973
"Campbell County, Kentucky",21037,Kentucky,0.030853,n/a**,0.0309372,0.196319,0.0125786,0,0.3126844,n/a**,0.3130549,0.3572599,n/a**,0.3574482,0.1529623,0.0770183,90484,58198,92892
"Carlisle County, Kentucky",21039,Kentucky,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.2323944,n/a**,0.2323944,0.2887324,n/a**,0.2887324,1,0.0631271,74424,37051,75492
"Carroll County, Kentucky",21041,Kentucky,0.0143885,n/a**,0.0143885,n/a*,n/a*,0,0.3196721,n/a**,0.3196721,0.3770492,n/a**,0.3770492,0.5222459,0.1134852,63333,33886,66648
"Carter County, Kentucky",21043,Kentucky,0.0566572,n/a**,0.0569801,0.1956522,0,0.0049261,0.3013245,n/a**,0.3012182,0.3830022,n/a**,0.3820598,0.7937951,0.0335432,49489,39264,49755
"Casey County, Kentucky",21045,Kentucky,0.0465116,n/a**,0.0465116,n/a*,n/a*,0,0.2484725,n/a**,0.2484725,0.3462322,n/a**,0.3462322,1,0.0535726,46614,43022,46710
"Christian County, Kentucky",21047,Kentucky,0.0550071,n/a**,0.0512821,0.2317073,0.0062112,0,0.2958515,n/a**,0.2830671,0.3793668,n/a**,0.3661342,0.285552,0.3444563,60690,55698,63156
"Clark County, Kentucky",21049,Kentucky,0.0334076,n/a**,0.0337838,0.1666667,0,0,0.2993311,n/a**,0.3021277,0.3737458,n/a**,0.3761702,0.274675,0.0984682,71215,42936,73848
"Clay County, Kentucky",21051,Kentucky,0.0723404,n/a**,0.0663717,0.2424242,0.0151515,0,0.2622951,n/a**,0.2653061,0.3786885,n/a**,0.377551,0.785688,0.0742341,39471,41431,39429
"Clinton County, Kentucky",21053,Kentucky,0.011236,n/a**,0.011236,n/a*,n/a*,0,0.2275862,n/a**,0.2275862,0.3068965,n/a**,0.3068965,1,0.04974,50852,38404,51152
"Crittenden County, Kentucky",21055,Kentucky,0.0568182,n/a**,0.0574713,n/a*,n/a*,0,0.2230769,n/a**,0.2200772,0.3384615,n/a**,0.3359073,0.7082126,0.0394444,58303,63403,58142
"Cumberland County, Kentucky",21057,Kentucky,0.0291262,n/a**,0.03,n/a*,n/a*,0,0.3171806,n/a**,0.3150685,0.4537445,n/a**,0.456621,1,0.0758549,44638,53924,44296
"Daviess County, Kentucky",21059,Kentucky,0.0481611,n/a**,0.0483304,0.2475728,0.02,0,0.2874881,n/a**,0.28832,0.3591213,n/a**,0.35968,0.2701643,0.119822,71078,47780,73206
"Edmonson County, Kentucky",21061,Kentucky,0.0350877,n/a**,0.0350877,n/a*,n/a*,0,0.2138889,n/a**,0.2138889,0.3166667,n/a**,0.3166667,1,0.049102,52578,48252,52727
"Elliott County, Kentucky",21063,Kentucky,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.1785714,n/a**,0.1785714,0.3,n/a**,0.3,1,0.0436751,43276,11600,43490
"Estill County, Kentucky",21065,Kentucky,0.0379747,n/a**,0.0379747,n/a*,n/a*,0,0.2647059,n/a**,0.2647059,0.3529412,n/a**,0.3529412,0.7612459,0.0097722,43297,16380,43664
"Fayette County, Kentucky",21067,Kentucky,0.0412979,n/a**,0.0385226,0.2116041,0,0.0005195,0.2610843,n/a**,0.2631841,0.310359,n/a**,0.3109338,0.0306691,0.2937225,84149,64599,90712
"Fleming County, Kentucky",21069,Kentucky,0.0430108,n/a**,0.0430108,n/a*,n/a*,0,0.3097345,n/a**,0.3097345,0.409292,n/a**,0.409292,0.8051993,0.0421002,58083,50330,58435
"Floyd County, Kentucky",21071,Kentucky,0.0461538,n/a**,0.0469799,0.1938775,0.0114943,0,0.2763819,n/a**,0.2746599,0.3760469,n/a**,0.375,0.8387113,0.0296796,47590,86374,47074
"Franklin County, Kentucky",21073,Kentucky,0.064,n/a**,0.0623742,0.2241379,0.0495868,0,0.2359975,n/a**,0.2389776,0.3083701,n/a**,0.3118211,0.2755402,0.1842506,70994,52436,74310
"Fulton County, Kentucky",21075,Kentucky,0.0181818,n/a**,0.0181818,n/a*,n/a*,n/a*,0.1947368,n/a**,0.1947368,0.2894737,n/a**,0.2894737,0.6443564,0.2918434,41296,32548,44511
"Gallatin County, Kentucky",21077,Kentucky,0.0442478,n/a**,0.0442478,n/a*,n/a*,0,0.372549,n/a**,0.372549,0.4431373,n/a**,0.4431373,1,0.0895044,61571,32088,64254
"Garrard County, Kentucky",21079,Kentucky,0.028169,n/a**,0.028169,n/a*,n/a*,0,0.3107345,n/a**,0.3113208,0.3973635,n/a**,0.3981132,0.7789144,0.0581255,66967,40407,68368
"Grant County, Kentucky",21081,Kentucky,0.0358127,n/a**,0.0359116,0.1764706,0.0119048,0,0.3436385,n/a**,0.3428572,0.4280618,n/a**,0.4273809,0.6499068,0.0557092,62680,44416,63460
"Graves County, Kentucky",21083,Kentucky,0.0616114,n/a**,0.0616114,0.2906977,0,0.0037175,0.2524272,n/a**,0.2524272,0.3618712,n/a**,0.3618712,0.6940815,0.134665,61303,35619,63750
"Grayson County, Kentucky",21085,Kentucky,0.0666667,n/a*,0.0694981,0.2881356,0.0192308,0,0.2051282,n/a*,0.2031439,0.3053613,n/a*,0.3035066,0.7358036,0.0477769,52937,92272,51767
"Green County, Kentucky",21087,Kentucky,0.0291971,n/a**,0.0291971,n/a*,n/a*,0,0.2450704,n/a**,0.2450704,0.3859155,n/a**,0.3859155,1,0.0570179,53787,33025,54573
"Greenup County, Kentucky",21089,Kentucky,0.0318182,n/a**,0.0318907,0.1604938,0.0111111,0,0.3092876,n/a**,0.3095668,0.3949504,n/a**,0.3944043,0.3928746,0.0381662,69483,78153,69140
"Hancock County, Kentucky",21091,Kentucky,0.0178571,n/a**,0.0178571,n/a*,n/a*,0,0.2724014,n/a**,0.2724014,0.4014337,n/a**,0.4014337,0.8930531,0.0450688,65006,41759,65850
"Hardin County, Kentucky",21093,Kentucky,0.0349593,n/a**,0.0300429,0.1544118,0.0046083,0,0.3128664,n/a**,0.3057918,0.3770441,n/a**,0.3754556,0.342126,0.2398021,72907,76394,71897
"Harlan County, Kentucky",21095,Kentucky,0.0622837,n/a**,0.0622837,0.3272727,0,0,0.2339109,n/a**,0.2344913,0.3477723,n/a**,0.3486352,0.541567,0.0498895,39289,37364,39371
"Harrison County, Kentucky",21097,Kentucky,0.0528455,n/a**,0.0528455,0.2307692,n/a*,0,0.296355,n/a**,0.296355,0.3866878,n/a**,0.3866878,0.6592911,0.0634548,61766,37545,63260
"Hart County, Kentucky",21099,Kentucky,0.01,n/a**,0.01,n/a*,n/a*,0,0.2530121,n/a**,0.2530121,0.3442341,n/a**,0.3442341,0.8718611,0.0847349,51902,66910,50670
"Henderson County, Kentucky",21101,Kentucky,0.0360206,n/a**,0.0364583,0.1858407,0,0,0.297464,n/a**,0.2997218,0.3961618,n/a**,0.3970793,0.3819892,0.1343036,63853,46411,66054
"Henry County, Kentucky",21103,Kentucky,0.0343137,n/a**,0.0343137,n/a*,n/a*,0,0.3030888,n/a**,0.3030888,0.3918919,n/a**,0.3918919,1,0.085664,66063,50003,67231
"Hickman County, Kentucky",21105,Kentucky,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,0.1914894,n/a**,0.1914894,0.3120568,n/a**,0.3120568,1,0.1354767,66137,28834,70701
"Hopkins County, Kentucky",21107,Kentucky,0.0626151,n/a**,0.0626151,0.2666667,0.0088496,0,0.2634602,n/a**,0.2634602,0.3826274,n/a**,0.3826274,0.4712489,0.1150647,60425,56648,60810
"Jackson County, Kentucky",21109,Kentucky,0.0890411,n/a**,0.0896552,n/a*,n/a*,0,0.2119816,n/a**,0.2134571,0.3271889,n/a**,0.3271462,1,0.0210936,45258,24971,45739
"Jefferson County, Kentucky",21111,Kentucky,0.0472737,0.1190476,0.0362554,0.2123951,0.0162162,0.0004347,0.2414928,0.16605,0.2540615,0.2946629,0.2234043,0.30402,0.013731,0.3347997,81043,61625,89208
"Jessamine County, Kentucky",21113,Kentucky,0.0308219,n/a**,0.0309278,0.1545455,0.0095238,0,0.2884732,n/a**,0.290421,0.3482197,n/a**,0.3508237,0.2589841,0.1116307,84773,50798,87704
"Johnson County, Kentucky",21115,Kentucky,0.0565371,n/a**,0.0565371,0.238806,0,0,0.3094234,n/a**,0.3094234,0.3924051,n/a**,0.3924051,0.7301764,0.0276575,55898,47692,56093
"Kenton County, Kentucky",21117,Kentucky,0.039501,n/a**,0.0395216,0.2044818,0.006689,0.0007886,0.3228422,n/a**,0.3232792,0.3676385,n/a**,0.3679428,0.0697596,0.1147596,89473,54040,93071
"Knott County, Kentucky",21119,Kentucky,0.0857143,n/a**,0.0813954,n/a*,n/a*,0,0.3444976,n/a**,0.3514852,0.4138756,n/a**,0.4207921,1,0.0315203,43034,21525,43460
"Knox County, Kentucky",21121,Kentucky,0.0630915,n/a**,0.0666667,0.2375,0.0140845,0,0.2361864,n/a**,0.2388572,0.3423619,n/a**,0.3417143,0.6292381,0.0423402,44833,32065,45125
"Larue County, Kentucky",21123,Kentucky,0.0240964,n/a**,0.0240964,n/a*,n/a*,0,0.2807018,n/a**,0.2807018,0.3574561,n/a**,0.3574561,0.7595294,0.0862433,61993,38338,63288
"Laurel County, Kentucky",21125,Kentucky,0.037,n/a**,0.0353741,0.1712963,0,0,0.3407534,n/a**,0.297714,0.4246575,n/a**,0.3880914,0.5684209,0.0424309,56574,51390,56756
"Lawrence County, Kentucky",21127,Kentucky,0.0461538,n/a**,0.0461538,n/a*,0,0,0.2753906,n/a**,0.2759295,0.375,n/a**,0.3757339,0.7710593,0.0197818,46907,52755,46821
